[18:05:43] [main/INFO]: ModLauncher running: args [--username, Jostemis, --version, forge-47.3.0, --gameDir, C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience, --assetsDir, C:\Users\befen\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 362959dda9da49b4a3135203ff9d142d, --accessToken, ????????, --clientId, NzgxNTU5NmUtNDY3Yy00OWZlLWJkMjgtZjRiNTMzZDhjNzY0, --xuid, 2535460817563007, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\befen\curseforge\minecraft\Install\quickPlay\java\1739279139908.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:05:43] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[18:06:41] [modloading-worker-0/INFO]: Constructing module Chute...
[18:06:41] [modloading-worker-0/INFO]: Constructing module Climate Control Remover...
[18:06:41] [modloading-worker-0/INFO]: Constructing module Color Runes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Compasses Work Everywhere...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Compressed Blocks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Coral On Cactus...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Corundum...
[18:06:42] [modloading-worker-0/INFO]: Constructing common components for diagonalfences:main
[18:06:42] [modloading-worker-0/INFO]: Constructing module Crabs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Crafter...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Crate...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Diamond Repair...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Dispensers Place Blocks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Double Door Opening...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Dragon Scales...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Duskbound Blocks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Dyeable Item Frames...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Easy Transfering...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Elytra Indicator...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Emotes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Enchantment Predicates...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Enchantments Begone...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Ender Watcher...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Endermosh Music Disc...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Enhanced Ladders...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Expanded Item Interactions...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Fairy Rings...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Fallen Logs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Feeding Trough...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Forgotten...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Foxhound...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Framed Glass...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Game Nerfs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Glass Item Frame...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Glass Shard...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Glimmering Weald...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Gold Bars...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Gold Tools Have Fortune...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Grab Chickens...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Grate...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Gravisand...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Greener Grass...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Hedges...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Hoe Harvesting...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Hollow Logs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Horses Swim...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Hotbar Changer...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Improved Sponges...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Improved Tooltips...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Industrial Palette...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Inventory Sorting...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Iron Rod...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Item Sharing...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Japanese Palette...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Leaf Carpet...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Lock Rotation...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Long Range Pick Block...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Magma Keeps Concrete Powder...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Magnets...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Map Washing...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Matrix Enchanting...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Metal Buttons...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Microcrafting Helper...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Midori...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Monster Box...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Banner Layers...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Brick Types...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Mud Blocks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Note Block Sounds...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Potted Plants...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Villagers...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Narrator Readout...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Nether Brick Fence Gate...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Nether Obsidian Spikes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module New Stone Types...
[18:06:42] [modloading-worker-0/INFO]: Constructing module No Durability On Cosmetics...
[18:06:42] [modloading-worker-0/INFO]: Constructing module No More Lava Pockets...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Obsidian Plate...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Overlay Shader...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Parrot Eggs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pat The Dogs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pathfinder Maps...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Permafrost...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Petals On Water...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pickarang...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pig Litters...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pipes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Pistons Move Tile Entities...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Poison Potato Usage...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Quick Armor Swapping...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Rainbow Lamps...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Raw Metal Bricks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Reacharound Placing...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Redstone Randomizer...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Renewable Spore Blossoms...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Replace Scaffolding...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Rope...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Safer Creatures...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Seed Pouch...
[18:06:42] [modloading-worker-0/INFO]: [FANCYMENU] Loading v3.3.2 in client-side mode on FORGE!
[18:06:42] [modloading-worker-0/INFO]: Constructing module Shear Vines...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Shiba...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Shingles...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Shulker Packing...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Simple Harvest...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Skull Pikes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Slabs To Blocks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Slime In A Bucket...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Slimes To Magma Cubes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Snow Golem Player Heads...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Soul Candles...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Soul Sandstone...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Spawner Replacer...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Spiral Spires...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Stonelings...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Stools...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Sturdy Stone...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Thatch...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Tiny Potato...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Torch Arrow...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Toretoise...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Totem Of Holding...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Trowel...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Usage Ticker...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Uses For Curses...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Utility Recipes...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Animal Textures...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Bookshelves...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Chests...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Furnaces...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Ladders...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Variant Selector...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Vertical Planks...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Vertical Slabs...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Vexes Die With Their Masters...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Villager Rerolling Rework...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Villagers Follow Emeralds...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Wooden Posts...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Wool Shuts Up Minecarts...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Wraith...
[18:06:42] [modloading-worker-0/INFO]: Constructing module Zombie Villagers On Normal...
[18:06:42] [modloading-worker-0/INFO]: Constructing module More Stone Variants...
[18:06:42] [modloading-worker-0/INFO]: Constructed 164 modules.
[18:06:42] [modloading-worker-0/WARN]: Configuration file C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience\config\quark-common.toml is not correct. Correcting
[18:06:42] [modloading-worker-0/INFO]: [JUST ZOOM] Starting version 2.0.0 on Forge..
[18:06:42] [modloading-worker-0/INFO]: [BetterF3] Starting...
[18:06:42] [modloading-worker-0/INFO]: [BetterF3] Loading...
[18:06:42] [modloading-worker-0/INFO]: ExpandAbility here, who dis?
[18:06:42] [modloading-worker-0/INFO]: [BetterF3] All done!
[18:06:42] [modloading-worker-0/INFO]: [LOAD MY RESOURCES] PackHandler initialized!
[18:06:43] [modloading-worker-0/INFO]: Mixing common.MixinServerStatus from mixins/common/nochatreports.mixins.json into net.minecraft.network.protocol.status.ServerStatus
[18:06:44] [Render thread/INFO]: Module [snowrealmagic:core] initialized
[18:06:44] [Render thread/INFO]: 		block: 7, block_entity_type: 2, entity_type: 1, loot_pool_entry_type: 1
[18:06:44] [Render thread/INFO]: Module [kiwi:block_templates] initialized
[18:06:44] [Render thread/INFO]: Module [kiwi:block_components] initialized
[18:06:44] [Render thread/INFO]: Module [kiwi:data] initialized
[18:06:44] [Render thread/INFO]: 		recipe_serializer: 3
[18:06:44] [Render thread/INFO]: Module [kiwi:item_templates] initialized
[18:06:44] [Render thread/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/tools/loot/EnchantTome
[18:06:45] [Render thread/INFO]: Constructing shapes for ForgeDiagonalFenceBlock[NodeWidth=2.0,ExtensionWidth=2.0,NodeTop=24.0,ExtensionBottom=0.0,ExtensionTop=24.0] took 35ms
[18:06:45] [Render thread/INFO]: Constructing shapes for ForgeDiagonalFenceBlock[NodeWidth=2.0,ExtensionWidth=2.0,NodeTop=16.0,ExtensionBottom=0.0,ExtensionTop=16.0] took 33ms
[18:06:45] [Render thread/INFO]: Constructing shapes for ForgeDiagonalFenceBlock[NodeWidth=2.0,ExtensionWidth=1.0,NodeTop=16.0,ExtensionBottom=6.0,ExtensionTop=15.0] took 73ms
[18:06:49] [Render thread/WARN]: Failed to find custom wood type ars_nouveau:yellow_archwood
[18:06:49] [Render thread/WARN]: Failed to find custom wood type biomesoplenty:red_maple
[18:06:49] [Render thread/WARN]: Failed to find custom wood type biomesoplenty:orange_maple
[18:06:49] [Render thread/WARN]: Failed to find custom wood type biomesoplenty:yellow_maple
[18:06:49] [Render thread/INFO]: Initialized block sets in 34ms
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:49] [Render thread/INFO]: placard tooltip was null
[18:06:50] [Render thread/INFO]: Generated 293 hat items from hat entries.
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:kobold_warrior] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:chupacabra] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:drake] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:automaton] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / artifacts:mimic] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:kobold] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / mobs_of_mythology:sporeling] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / artifacts:mimic] was not realized!
[18:06:52] [Render thread/WARN]: Registry entry listened Registry Entry [minecraft:entity_type / artifacts:mimic] was not realized!
[18:06:54] [Render thread/WARN]: defineId called for: class com.klikli_dev.occultism.common.entity.spirit.DjinniEntity from class com.klikli_dev.occultism.common.entity.spirit.FoliotEntity
[18:06:54] [Render thread/WARN]: defineId called for: class com.nitespring.bloodborne.common.entities.mobs.parent.AbstractBloodborneEntity from class com.nitespring.bloodborne.common.entities.mobs.parent.AbstractHuntsmanEntity
[18:06:54] [Render thread/WARN]: defineId called for: class com.nitespring.bloodborne.common.entities.mobs.parent.AbstractBloodborneEntity from class com.nitespring.bloodborne.common.entities.mobs.parent.AbstractHuntsmanEntity
[18:06:54] [Render thread/WARN]: defineId called for: class net.minecraft.world.entity.GlowSquid from class com.nitespring.monsterplus.common.entity.GlowSkeleton
[18:06:54] [Render thread/WARN]: defineId called for: class com.github.alexmodguy.alexscaves.server.entity.living.TremorzillaEntity from class com.github.alexmodguy.alexscaves.server.entity.living.LicowitchEntity
[18:06:54] [Render thread/INFO]: Replacing search trees with 'JEI' provider
[18:06:54] [Render thread/INFO]: [LOAD MY RESOURCES] Pack registered!
[18:06:54] [Render thread/ERROR]: Encountered an exception whilst reading fusion metadata for pack 'loadmyresources.hiddenpack':
java.io.FileNotFoundException: loadmyresources:dummy.pack.mcmeta
	at net.minecraft.server.packs.resources.ResourceProvider.m_215590_(ResourceProvider.java:21) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215593_(ResourceProvider.java:21) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.server.packs.resources.ResourceProvider.m_215595_(ResourceProvider.java:25) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at de.keksuccino.loadmyresources.pack.LMRPackResources.m_5550_(LMRPackResources.java:38) ~[loadmyresources_forge_1.0.4_MC_1.19.3.jar%23623!/:1.0.0]
	at net.minecraft.server.packs.repository.Pack.handler$cen000$init(Pack.java:541) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.server.packs.repository.Pack.<init>(Pack.java:55) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.server.packs.repository.Pack.m_245512_(Pack.java:40) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at de.keksuccino.loadmyresources.pack.PackHandler.createPack(PackHandler.java:44) ~[loadmyresources_forge_1.0.4_MC_1.19.3.jar%23623!/:1.0.0]
	at de.keksuccino.loadmyresources.pack.LMRRepositorySource.m_7686_(LMRRepositorySource.java:16) ~[loadmyresources_forge_1.0.4_MC_1.19.3.jar%23623!/:1.0.0]
	at net.minecraft.server.packs.repository.PackRepository.m_10526_(PackRepository.java:39) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.server.packs.repository.PackRepository.m_10506_(PackRepository.java:31) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.Minecraft.<init>(Minecraft.java:460) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.main.Main.main(Main.java:182) ~[forge-47.3.0.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:77) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:568) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.3.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.3.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.3.0.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[18:06:55] [Render thread/INFO]: Block minecraft:birch_leaves had its color provider replaced and will not use per-vertex coloring
[18:06:55] [Render thread/INFO]: Block color registration complete.
[18:06:55] [Render thread/INFO]: loaded in block colorizer
[18:06:55] [Render thread/INFO]: Block undergarden:gloomgourd_stem had its color provider replaced and will not use per-vertex coloring
[18:06:55] [Render thread/INFO]: Block undergarden:gloomgourd_stem_attached had its color provider replaced and will not use per-vertex coloring
[18:06:55] [Render thread/INFO]: Block minecraft:water_cauldron had its color provider replaced and will not use per-vertex coloring
[18:06:55] [Render thread/INFO]: loaded in block colorizer
[18:06:55] [Render thread/INFO]: Item color registration complete.
[18:06:55] [Render thread/INFO]: loaded in item colorizer
[18:06:55] [Render thread/INFO]: loaded in item colorizer
[18:06:55] [Render thread/INFO]: Hardware information:
[18:06:55] [Render thread/INFO]: CPU: 6x Intel(R) Core(TM) i5-9400F CPU @ 2.90GHz
[18:06:55] [Render thread/INFO]: GPU: NVIDIA GeForce RTX 2060/PCIe/SSE2 (Supports OpenGL 4.6.0 NVIDIA 566.36)
[18:06:55] [Render thread/INFO]: OS: Windows 11 (10.0)
[18:06:55] [Render thread/INFO]: Registered Particle Factories
[18:06:56] [Render thread/INFO]: Registering model layer quark:crab#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:shiba#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:quark_boat_chest#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:wraith#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:forgotten_hat#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:stoneling#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:toretoise#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:quark_boat#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:foxhound#main
[18:06:56] [Render thread/INFO]: Registering model layer quark:backpack#main
[18:06:56] [Finalizer/WARN]: One or more BufferBuilders have been leaked, ModernFix will attempt to correct this.
[18:06:56] [Render thread/INFO]: Patching FishingHook#catchingFish
[18:06:56] [Render thread/INFO]: [FANCYMENU] Registering resource reload listener..
[18:06:57] [Render thread/INFO]: [FANCYMENU] Initializing screen customization engine! Addons should NOT REGISTER TO REGISTRIES anymore now!
[18:06:57] [Render thread/INFO]: Mixing client.MixinChatOptionsScreen from mixins/common/nochatreports.mixins.json into net.minecraft.client.gui.screens.ChatOptionsScreen
[18:06:57] [Render thread/INFO]: Renaming synthetic method lambda$init$0(Lnet/minecraft/client/gui/components/AbstractWidget;)V to md1d8eb0$lambda$init$0$0 in mixins/common/nochatreports.mixins.json:client.MixinChatOptionsScreen
[18:06:57] [Render thread/INFO]: Mixing client.MixinJoinMultiplayerScreen from mixins/common/nochatreports.mixins.json into net.minecraft.client.gui.screens.multiplayer.JoinMultiplayerScreen
[18:06:57] [Render thread/INFO]: Renaming synthetic method lambda$onInit$2()Lnet/minecraft/network/chat/Component; to md1d8eb0$lambda$onInit$2$0 in mixins/common/nochatreports.mixins.json:client.MixinJoinMultiplayerScreen
[18:06:57] [Render thread/INFO]: Renaming synthetic method lambda$onInit$1(Lnet/minecraft/client/gui/components/Button;)V to md1d8eb0$lambda$onInit$1$1 in mixins/common/nochatreports.mixins.json:client.MixinJoinMultiplayerScreen
[18:06:57] [Render thread/INFO]: Renaming synthetic method lambda$onInit$0(Lnet/minecraft/client/gui/components/Button;)V to md1d8eb0$lambda$onInit$0$2 in mixins/common/nochatreports.mixins.json:client.MixinJoinMultiplayerScreen
[18:06:57] [Render thread/INFO]: Mixing client.MixinChatListener from mixins/common/nochatreports.mixins.json into net.minecraft.client.multiplayer.chat.ChatListener
[18:06:57] [Render thread/INFO]: [FANCYMENU] Minecraft resource reload: STARTING
[18:06:57] [Render thread/INFO]: Invalidating pack caches
[18:06:57] [Render thread/INFO]: Reloading ResourceManager: vanilla, mod_resources, Moonlight Mods Dynamic Assets, tinyskeletons:main, loadmyresources.hiddenpack, diagonalblocks:default_block_models
[18:06:57] [Render thread/INFO]: Data generation for dynamic pack resources provided by 'diagonalblocks' took 94ms
[18:06:57] [Render thread/ERROR]: Failed to get filter section from pack loadmyresources.hiddenpack
[18:06:58] [Render thread/WARN]: Failed to generate record item texture for sins_music_disc. No model / texture found
[18:06:58] [Render thread/ERROR]: Hanging sign material for wood nature_arise:maple was null. This is likely due to some mod not registering their wood type properly by not adding it to the vanilla texture map. Sheets.getHangingSignMaterial is NOT Nullable, i shouldn't even have this check.
[18:06:58] [Render thread/ERROR]: Hanging sign material for wood nature_arise:fir was null. This is likely due to some mod not registering their wood type properly by not adding it to the vanilla texture map. Sheets.getHangingSignMaterial is NOT Nullable, i shouldn't even have this check.
[18:06:58] [Render thread/ERROR]: Hanging sign material for wood nature_arise:willow was null. This is likely due to some mod not registering their wood type properly by not adding it to the vanilla texture map. Sheets.getHangingSignMaterial is NOT Nullable, i shouldn't even have this check.
[18:06:58] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (amendments) in: 783 ms
[18:06:58] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (moonlight) in: 1 ms
[18:06:59] [Render thread/INFO]: Generated runtime CLIENT_RESOURCES for pack Moonlight Mods Dynamic Assets (supplementaries) in: 1083 ms
[18:06:59] [modloading-worker-0/INFO]: Loading client config for betteranimationscollection
[18:07:00] [modloading-worker-0/INFO]: Loading client config for visualworkbench
[18:07:00] [Render thread/INFO]: [FANCYMENU] Starting late client initialization phase..
[18:07:00] [Worker-ResourceReload-3/WARN]: File supplementaries:sounds/item/awning_bounce_1.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[18:07:00] [Worker-ResourceReload-3/WARN]: File supplementaries:sounds/item/awning_bounce_2.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[18:07:00] [Worker-ResourceReload-3/WARN]: File supplementaries:sounds/item/awning_bounce_3.ogg does not exist, cannot add it to event supplementaries:block.awning.bounce
[18:07:00] [Worker-ResourceReload-2/INFO]: Found unifont_all_no_pua-15.0.06.hex, loading
[18:07:00] [Worker-ResourceReload-3/WARN]: File enchantwithmob:sounds/entities/enchanter/spell2.ogg does not exist, cannot add it to event enchantwithmob:entity.enchanter.spell
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/block/purple_soda/purple_soda_swim_3.ogg does not exist, cannot add it to event alexscaves:purple_soda_swim
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/block/purple_soda/purple_soda_swim_4.ogg does not exist, cannot add it to event alexscaves:purple_soda_swim
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_0.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_1.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
